name_zh,name_pinyin,gate_category,subcategory,four_qi,five_flavors,meridians,primary_functions,indications,constitutions_suitable,constitutions_caution,contraindications,seasonality,prep_methods,pairing_good,pairing_bad,dietary_dosage,medicinal_dosage,modern_notes,source_ref
红枣,hong zao,食材,果品,温,甘,脾;胃,补中益气;养血安神,脾虚食少;失眠,血虚、平和、痰湿、气虚、阴虚,适量为宜;忌过食,孕妇慎；阴虚火旺慎；脾虚湿盛慎；实热内盛慎,四季,煮汤,姜;枸杞;山药;桂圆;莲子;花生,酒精;油炸;海鲜;葱;萝卜,10-20g/日,1-3g/日,营养学与食疗结合：具降脂、抗氧化、清热等功效。,《本草纲目》要点/现代药理参考
红枣桂圆粥,hong zao gui yuan zhou,食材,节令食疗方,温,辛、酸涩,肝;胆;肺;脾;胃;肾;心;小肠,补血安神;温中,冬季虚寒,平和、气滞、阳虚、气虚、湿热,适量使用;忌过量,阴虚火旺慎；实热内盛慎；脾虚湿盛慎；孕妇慎,四季,煲汤/煮粥/蒸食/烹饪/泡饮/炖煮/凉拌,姜;米;红枣,辛辣;油腻,适量,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
红糖,hong tang,食材,糖类,温,甘,肝;脾;胃,补血活血;温中健脾,血虚;脾胃虚寒,血虚、阳虚,适量为宜,糖尿病禁,秋、冬,调味/冲饮,生姜;红枣,——,10-20g/次,——,女性佳品，补血暖宫，产后必备。,《本草纲目》/现代营养学
红花,hong hua,中药材,温里、理气,温,辛咸、苦甘,肾;肝;心;小肠;脾;胆;胃;肺,活血通经;祛瘀止痛,痛经;跌打损伤,平和、阳虚、阴虚、气虚、湿热,过量慎用,脾虚湿盛慎；孕妇慎；阴虚火旺慎；实热内盛慎,四季,炙用/煲汤/研末/泡茶/生食/煎服/外用/后下/先煎/冲服,姜;枣;米,——,——,15-60g/日,药食两用：具补益、安神或抗疲劳作用。,《本草纲目》要点/现代药理参考
红茶,hong cha,食材,茶类,温,甘;苦,心;脾;胃,温胃健脾;提神,脾胃虚寒;疲劳,阳虚、气虚,适量饮用,——,冬,泡饮,牛奶;柠檬,——,3-5g/泡,——,全发酵茶，香高味浓，温暖脾胃。,《茶经》/现代营养学
红豆,hong dou,食材,豆类,平,甘,心;小肠,健脾益气;和胃助运,食欲不振;脾虚;食少;体倦乏力,平和、气虚、血虚,痰湿、湿热,小便多者慎,四季,煎服/入膳/煮粥,薏米;山药,——,30-60g/日,——,"药食参考条目。注意区分""赤小豆""，红豆利水渗湿力较弱，偏于补益。",《本草纲目》等/现代文献汇编
红豆(赤小豆),chi xiao dou,食材,豆类,平,甘酸,心;小肠,利水消肿;解毒排脓,水肿淋证,阳虚、阴虚、气虚,新鲜适量;个体过敏慎,高尿酸慎；海鲜过敏慎,四季,煮汤,生姜;枸杞;山药,过量油炸,100-250g/餐,——,营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
续断,xu duan,中药材,理气、利水渗湿,热,辛、咸,肝;胆;肾;肺;脾;胃;心,补肝肾;续筋接骨,跌打损伤;腰膝酸痛,阳亢、阳虚、阴虚火旺、气滞,过量慎用,阴虚火旺慎；高尿酸慎；脾虚湿盛慎,四季,冲服/炙用/煎服/外用/煲汤/包煎/后下,续断,——,——,15-60g/日,常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
绿豆,lv dou;lu dou,食材,豆类,寒,甘、酸涩,心;胃;肾;肝;肺;脾;胆,清热解毒;利水,暑热烦渴;疮痈肿毒;水肿,平和、痰湿、气滞、血虚、气虚,适量为宜;忌过食；适量使用;忌过量；新鲜适量;个体过敏慎,脾虚湿盛慎；阴虚火旺慎；实热内盛慎；孕妇慎；高尿酸慎；海鲜过敏慎,四季,煮汤/炖煮/泡饮/凉拌/烹饪/蒸食,姜;枸杞;山药;米;红枣;生姜,酒精;油炸;辛辣;油腻;过量油炸,15-60g/日,——,营养学与食疗结合：具降脂、抗氧化、清热等功效。；常见食疗与草药条目，兼具调理与保健价值。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
绿豆百合粥,lv dou bai he zhou,食材,节令食疗方,热,苦甘、酸,心;小肠;肾;肝;脾;胃;肺;胆,清热润肺;解暑,夏季烦热,气虚、血虚、痰湿、平和、阳虚,适量使用;忌过量,孕妇慎；实热内盛慎；阴虚火旺慎；脾虚湿盛慎,四季,烹饪/煎服/蒸食/泡饮/煲汤/煮粥/凉拌,姜;米;红枣,辛辣;油腻,10-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
羊奶,yang nai,食材,乳品,温,甘,肺;胃;肾,温肺养胃;补肾,肺胃虚寒;肾虚,阳虚,适量为宜,——,四季,直饮/加热,蜂蜜,——,200-300ml/次,——,比牛奶更易消化，营养价值高。,现代营养学
羊肉,yang rou,动物类,畜肉,温,甘,脾;肾,温补脾肾;祛寒,虚寒腹痛;腰膝冷痛,气虚、阴虚、血虚,新鲜适量;个体过敏慎,海鲜过敏慎；高尿酸慎,四季,清炖/涮,生姜;枸杞;山药,过量油炸;西瓜;南瓜;茶;醋,100-250g/餐,——,营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
羊肉萝卜汤,yang rou luo bo tang,食材,节令食疗方,平,酸涩、苦,心;小肠;肝;胆;肾;肺;脾;胃,温补脾肾;理气,冬季寒冷,痰湿、血虚、阴虚、气虚、阳虚,适量使用;忌过量,孕妇慎；脾虚湿盛慎；阴虚火旺慎；实热内盛慎,四季,煲汤/凉拌/泡饮/煎服/煮粥/蒸食/炖煮,姜;米;红枣,辛辣;油腻,10-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
羌活,qiang huo,中药材,祛风散寒,温,辛;苦,肾;膀胱,调理脏腑;扶正祛邪,食积不化;气滞;湿困中焦,平和体质为主，结合个体情况,孕妇或慢性病患者遵医嘱,过敏者禁用,四季,煎服/入膳,——,——,——,3-9g/日,药食参考条目，后续可细化现代研究与营养信息。,《本草纲目》等/现代文献汇编(占位)
肉桂,rou gui,中药材,活血、补益,热,酸、辛甘,心;小肠;肺;脾;胃;肝;胆;肾,补火助阳;温通经脉,肾阳虚冷;痛经,平和、阴虚、湿热、血虚、阳虚,过量慎用,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎；高尿酸慎,四季,外用/煲汤/炙用/冲服/先煎/后下/煎服/泡茶/包煎/研末冲服,肉桂,——,——,9-30g/日,常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
肉苁蓉,rou cong rong,中药材,补阳,温,甘;咸,肾;大肠,补肾阳;润肠通便,阳痿不举;肠燥便秘,阳虚,实热便秘慎,——,冬,煎服/酒制,——,——,——,6-12g/日,药食两用记载,中医方药
胖大海,pang da hai,中药材,清热润肺,凉,甘,肺;大肠,清热润肺;利咽解毒;润肠通便,肺热声哑;咽喉肿痛;干咳无痰;肠燥便秘,阴虚、湿热、平和,阳虚、脾虚,脾胃虚寒者慎;风寒咳嗽者忌;糖尿病患者慎,四季,煎服/入膳/泡服,甘草;桔梗,——,——,2-3枚/日,药食参考条目。适用于肺热咽痛开音。,《中国药典》/《本草纲目拾遗》
胡萝卜,hu luo bo,食材,蔬菜,平,甘,脾;胃,健脾消食;明目,食积不化;夜盲,痰湿、平和、血虚、气虚、气滞,适量为宜;忌过食；新鲜适量;个体过敏慎,脾虚湿盛慎；实热内盛慎；阴虚火旺慎；孕妇慎；海鲜过敏慎；高尿酸慎,四季,清炒/炖汤,姜;枸杞;山药;生姜,酒精;油炸;过量油炸,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
艾叶,ai ye,中药材,木本花果类、矿物盐类,平,辛咸、甘,肝;肾;肺;心;脾;胃;小肠;胆,温经止血;散寒止痛,月经不调;腹痛,血虚、阳虚、痰湿、阴虚、湿热,过量慎用,孕妇慎；实热内盛慎；阴虚火旺慎；脾虚湿盛慎,四季,先煎/炙用/煎服/冲服/煲汤/研末/泡茶/外用/后下/生食,姜;枣;米,——,——,3-9g/日,兼具药理与传统用途：具清热、止痛、抗菌或收敛作用。,《本草纲目》要点/现代药理参考
艾绒,ai rong,中药材,外用草药类,平,酸、苦甘,心;小肠;肺;脾;胃;肝;胆;肾,温经止血;散寒止痛,宫寒;痛经,平和、湿热、气虚、阳虚、阴虚,适量使用;忌过量,阴虚火旺慎；实热内盛慎；脾虚湿盛慎；孕妇慎,四季,煎服/炖煮/外用/蒸食/熬膏/煲汤/泡茶/生食,姜;葱;米,辛辣;油腻,——,1-3g/日,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
艾草,ai cao,中药材,民间草药类,平、微温、寒,苦、酸,肝;肾;肺;脾;胃;胆;心;小肠,温经止血;散寒止痛,月经不调;宫寒,气滞、血虚、痰湿、平和、阳虚,适量使用;忌过量,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎,四季,煲汤/凉拌/炖煮/煮粥/烹饪/煎服/泡饮,姜;米;红枣,辛辣;油腻,——,30-100g/日,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
芋头,yu tou,食材,蔬菜,平,甘、辛,脾;胃,补中益气;化痰散结,脾虚;痰核;瘰疬,气虚、平和,适量为宜,胃肠积滞慎,秋、冬,蒸/煮/炒,排骨;鸡肉;香菇,香蕉,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
芒硝,mang xiao,中药材,木本花果类、外用草药类,热,甘酸、辛咸,肺;脾;胃;肾;肝;心;小肠;胆,泻下软坚;清热消肿,热结便秘;咽喉肿痛,血虚、阳虚、气虚、湿热、平和,过量慎用,脾虚湿盛慎；孕妇慎；实热内盛慎；阴虚火旺慎,四季,先煎/炙用/生食/后下/研末/煎服/泡茶/煲汤/冲服/外用,姜;枣;米,——,——,6-15g/日,兼具药理与传统用途：具清热、止痛、抗菌或收敛作用。,《本草纲目》要点/现代药理参考
芝麻(黑),hei zhi ma,食材,坚果籽仁,平,甘,肝;肾;大肠,滋补肝肾;润肠,头晕耳鸣;便秘;肠燥便秘,阴虚、平和、血虚、气滞、气虚,适量为宜;忌过食；新鲜适量;个体过敏慎,实热内盛慎；阴虚火旺慎；脾虚湿盛慎；孕妇慎；海鲜过敏慎；高尿酸慎,四季,粥/糕点,姜;枸杞;山药;生姜;蜂蜜,酒精;油炸;过量油炸,10-20g/日,6-15g/日,营养成分丰富，含氨基酸、多糖及微量元素。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。；食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
芝麻酱,zhi ma jiang,食材,调料,平,甘,肝;肾;大肠,滋补肝肾;润肠,肝肾不足;便秘,阴虚,适量为宜,肥胖慎食,四季,调味/蘸料,面条;蔬菜,——,15-20g/餐,——,芝麻制品，香浓润燥，钙质丰富。,现代营养学
芦根,lu gen,中药材,清热生津,寒,甘,肺;胃,清热泻火;生津止渴;除烦止呕;利尿,热病烦渴;胃热呕哕;肺热咳嗽;小便短赤,湿热、阴虚、平和,阳虚、脾虚,脾胃虚寒者慎,四季,煎服/入膳/鲜用,麦冬;天花粉,——,——,15-30g/日,药食参考条目。清热生津，兼能利尿。,《中国药典》/《名医别录》
芦荟,lu hui,中药材,外用草药类,凉、平、寒,淡、甘酸,心;肝;脾;肾;肺;小肠;胃;胆,清热泻火;解毒,便秘;咽喉肿痛,阴虚、气滞、湿热、平和、血虚,适量使用;忌过量,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎,四季,生食/煲汤/蒸食/熬膏/泡茶/煎服/外用/炖煮,姜;葱;米,辛辣;油腻,——,6-15g/日,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
花旗参茶,hua qi shen cha,食材,药膳饮品类,凉,甘微苦,心;肺,体虚口渴;心烦,心;肺,湿热、气虚、血虚、阳虚、痰湿,孕期慎用;适量为宜,阴虚火旺慎；孕妇慎；实热内盛慎；脾虚湿盛慎,四季,泡饮,枸杞;红枣;桂圆,过量酒精,适量,6-15g/日,药膳或滋补饮品原料，适宜体虚调养及季节性食疗。,《本草纲目》要点/现代药理参考
花椒,hua jiao,中药材,理气,平、温、寒,咸、苦甘,肝;胆;心;脾;胃;肾;肺;小肠,温中止痛;杀虫,腹冷痛;蛔虫,阳虚、阴虚、痰湿、气滞、湿热,适量为宜;忌过食,孕妇慎；阴虚火旺慎；实热内盛慎；脾虚湿盛慎,四季,研末/冲泡/泡酒/生食/外用/煲汤/香料/泡茶/炖煮,姜;枸杞;蜂蜜,酒精;油炸,——,适量入菜,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。,《本草纲目》要点/现代药理参考
花椒油,hua jiao you,食材,调味品复方类,平,辛咸、甘,肾;肝;心;脾;肺;胆;胃,温中止痛;杀虫,腹冷痛;蛔虫,血虚、痰湿、气滞、平和、阳虚,适量使用;忌过量,脾虚湿盛慎；实热内盛慎；阴虚火旺慎；孕妇慎,四季,泡茶/生食/蒸食/煲汤/外用/熬膏,姜;葱;米,辛辣;油腻,15-60g/日,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
花生,hua sheng,食材,坚果籽仁,平,甘,脾;肺,补脾养血;润肺,食少体虚;咳嗽,痰湿、平和、阳虚、气滞、湿热,适量为宜;忌过食,实热内盛慎；孕妇慎；阴虚火旺慎；脾虚湿盛慎,四季,水煮/炒,姜;枸杞;山药,酒精;油炸,15-60g/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
芹菜,qin cai,食材,蔬菜,凉,甘苦,肝;胃,平肝清热;降压,肝阳上亢;高血压,湿热、平和、血虚、痰湿、阴虚,适量为宜;忌过食,脾虚湿盛慎；阴虚火旺慎；实热内盛慎；孕妇慎,四季,炒/凉拌,姜;枸杞;山药,酒精;油炸,15-60g/日,——,营养学与食疗结合：具降脂、抗氧化、清热等功效。,《本草纲目》要点/现代药理参考
苏叶,su ye;zi su ye,中药材,解表,温,辛,肺;脾,发表散寒;行气和胃;解鱼蟹毒,风寒感冒;咳嗽呕恶;胸腹胀满;鱼蟹中毒,气滞、阳虚、平和,阴虚、湿热,气虚;阴虚内热者慎,四季,煎服/入膳/后下,生姜;陈皮,鲤鱼,——,3-6g/日,药食两用：常用于烹饪去腥，亦可解表。,《中国药典》/《名医别录》
苦参,ku shen,中药材,清热燥湿,寒,苦,心;肝;胃;大肠;小肠,清热燥湿;杀虫利尿,湿热泻痢;黄疸;带下;湿疹瘙痒;疥癣,湿热、痰湿、平和,脾虚、阳虚,脾胃虚寒者慎;肝肾功能不全者慎,四季,煎服/外洗,黄柏;苍术,——,——,6-9g/日,药食参考条目。内服外用均可。,《中国药典》/《神农本草经》
苦瓜,ku gua,食材,蔬菜,寒,苦,心;肝;脾;肺,清热解毒;明目,暑热烦渴;目赤,湿热、痰湿,适量为宜,脾胃虚寒慎;孕妇慎,夏,清炒/凉拌/煲汤,鸡蛋;豆豉;猪肝,——,50-100g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
苹果,ping guo,食材,果品,平,甘酸,脾;胃,生津润肺;开胃健脾,食少纳呆;口渴,阴虚、气滞、气虚、平和、痰湿,适量为宜;忌过食,孕妇慎；阴虚火旺慎；脾虚湿盛慎；实热内盛慎,四季,鲜食/蒸,姜;枸杞;山药;蜂蜜,酒精;油炸,15-60g/日,——,营养成分丰富，含氨基酸、多糖及微量元素。；食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
苹果干,ping guo gan,食材,花果茶类,凉、寒、热,咸、甘酸,肾;肝;心;脾;胆;肺;胃;小肠,健脾开胃;润肺生津,食欲不振;咳嗽,阳虚、气虚、痰湿、气滞、湿热,适量使用;忌过量,孕妇慎；脾虚湿盛慎；阴虚火旺慎,四季,煮粥/蒸食/煎服/烹饪/凉拌/煲汤/炖煮,姜;米;红枣,辛辣;油腻,适量,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
茄子,qie zi,食材,蔬菜,凉,甘,脾;胃;大肠,清热活血;消肿止痛,肠风下血;热毒痈肿,湿热、血瘀,适量为宜,脾胃虚寒慎,夏、秋,炒/烧/蒸,肉类;豆角;蒜,螃蟹;黑鱼,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
茅根,mao gen,中药材,凉血止血,寒,甘,肺;胃;膀胱,凉血止血;清热利尿,血热吐血;衄血;尿血;热病烦渴;小便不利,湿热、血热、平和,阳虚、脾虚,脾胃虚寒;小便多者慎,四季,煎服/入膳/鲜用,藕节;蒲黄,——,——,15-30g/日,药食参考条目。即白茅根。,《中国药典》/《神农本草经》
茉莉花,mo li hua,中药材,清热,热,辛咸、辛甘,肺;脾;胃;肝;肾;心;小肠;胆,理气开郁;化湿,脾胃不和;胸闷,平和、气滞、气虚、阳虚、阴虚,适量为宜;忌过食,阴虚火旺慎；孕妇慎；实热内盛慎；脾虚湿盛慎,四季,外用/泡酒/煎服/研末/炖煮/生食/冲泡/泡茶/香料/煲汤,姜;枸杞;蜂蜜,酒精;油炸,——,6-15g/日,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。,《本草纲目》要点/现代药理参考
茜草,qian cao,中药材,凉血止血,寒,苦,肝,凉血止血;活血通经,吐衄崩漏;经闭痛经,血热,孕妇慎,——,四季,煎服,——,——,——,9-15g/日,止血研究,中医方药
茭白,jiao bai,食材,蔬菜,寒,甘,肝;脾;胃,清热利湿;解酒毒,黄疸;水肿;酒醉,湿热、痰湿,适量为宜,脾胃虚寒慎,夏、秋,清炒/煲汤,猪肉;豆腐;香菇,蜂蜜,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
茯苓,fu ling,中药材,理气,温、微温,甘酸、咸,肝;胆;心;小肠;肺;脾;胃;肾,利水渗湿;健脾安神;宁心安神,水肿;心悸失眠,气虚、平和、血虚、湿热、阴虚,过量慎用,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎；高尿酸慎,四季,冲服/后下/先煎/炙用/泡茶/煲汤/生食/研末/煎服/外用/研末冲服,姜;枣;米;茯苓;山药;薏米;白术;党参;莲子,——,——,15-60g/日,药食两用：具补益、安神或抗疲劳作用。；常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
